NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMM;RR;QRR;NBRR;RR_ME;RRAB;QRRAB;RRABDAT;NBJRR1;NBJRR5;NBJRR10;NBJRR30;NBJRR50;NBJRR100;PMERM;QPMERM;NBPMERM;PMERMINAB;QPMERMINAB;PMERMINABDAT;TX;QTX;NBTX;TX_ME;TXAB;QTXAB;TXDAT;TXMIN;QTXMIN;TXMINDAT;NBJTX0;NBJTX25;NBJTX30;NBJTX35;NBJTXI20;NBJTXI27;NBJTXS32;TN;QTN;NBTN;TN_ME;TNAB;QTNAB;TNDAT;TNMAX;QTNMAX;TNMAXDAT;NBJTN5;NBJTN10;NBJTNI10;NBJTNI15;NBJTNI20;NBJTNS20;NBJTNS25;NBJGELEE;TAMPLIM;QTAMPLIM;TAMPLIAB;QTAMPLIAB;TAMPLIABDAT;NBTAMPLI;TM;QTM;NBTM;TMM;QTMM;NBTMM;NBJTMS24;TMMIN;QTMMIN;TMMINDAT;TMMAX;QTMMAX;TMMAXDAT;UNAB;QUNAB;UNABDAT;NBUN;UXAB;QUXAB;UXABDAT;NBUX;UMM;QUMM;NBUM;TSVM;QTSVM;NBTSVM;ETP;QETP;FXIAB;QFXIAB;DXIAB;QDXIAB;FXIDAT;NBJFF10;NBJFF16;NBJFF28;NBFXI;FXI3SAB;QFXI3SAB;DXI3SAB;QDXI3SAB;FXI3SDAT;NBJFXI3S10;NBJFXI3S16;NBJFXI3S28;NBFXI3S;FXYAB;QFXYAB;DXYAB;QDXYAB;FXYABDAT;NBJFXY8;NBJFXY10;NBJFXY15;NBFXY;FFM;QFFM;NBFFM;INST;QINST;NBINST;NBSIGMA0;NBSIGMA20;NBSIGMA80;GLOT;QGLOT;NBGLOT;DIFT;QDIFT;NBDIFT;DIRT;QDIRT;NBDIRT;HNEIGEFTOT;QHNEIGEFTOT;HNEIGEFAB;QHNEIGEFAB;HNEIGEFDAT;NBHNEIGEF;NBJNEIG;NBJHNEIGEF1;NBJHNEIGEF5;NBJHNEIGEF10;NBJSOLNG;NEIGETOTM;QNEIGETOTM;NEIGETOTAB;QNEIGETOTAB;NEIGETOTABDAT;NBJNEIGETOT1;NBJNEIGETOT10;NBJNEIGETOT30;NBJGREL;NBJORAG;NBJBROU
11069001;CARCASSONNE;43.215333;2.295500;128;201106;44.1;1;30;;12.8;1;4;9;3;1;0;0;0;1018.3;9;30;1007.9;9;6;24.0;1;30;;31.7;1;26;13.9;1;2;0;11;5;0;6;22;0;14.1;1;30;;9.1;1;1;18.4;1;22;0;0;1;18;30;0;0;0;9.9;1;19.6;1;20;30;19.0;1;30;18.8;1;30;1;12.3;1;2;23.4;1;26;25;1;30;30;98;1;5;30;69;9;30;14.1;1;30;145.1;1;20.9;1;300;1;1;24;3;0;30;20.5;1;300;1;1;23;2;0;30;12.8;1;300;1;1;17;6;0;30;4.5;1;30;13812;1;30;1;7;8;64298;1;30;;;0;;;0;0;1;0;1;;30;0;0;0;0;0;0;1;0;1;;0;0;0;0;3;1
11069001;CARCASSONNE;43.215333;2.295500;128;201107;44.5;1;31;;10.3;1;12;10;4;1;0;0;0;1015.0;9;31;1010.6;9;3;25.9;1;31;;32.5;1;11;20.6;1;17;0;18;5;0;0;19;2;15.3;1;31;;12.0;1;2;20.1;1;12;0;0;0;15;30;1;0;0;10.6;1;18.5;1;2;31;20.6;1;31;20.4;1;31;2;17.5;1;24;25.3;1;11;18;1;1;31;97;1;26;31;63;9;31;14.0;1;31;167.1;1;20.7;1;290;1;19;27;5;0;31;19.4;1;290;1;19;25;2;0;31;13.1;1;300;1;19;17;8;0;31;4.7;1;31;15118;1;31;0;8;11;69834;1;31;;;0;;;0;0;1;0;1;;31;0;0;0;0;0;0;1;0;1;;0;0;0;0;2;0
11069001;CARCASSONNE;43.215333;2.295500;128;201108;14.4;1;31;;13.4;1;6;1;1;1;0;0;0;1015.6;9;31;1008.6;9;6;29.2;1;31;;34.5;1;20;23.4;1;9;0;26;15;0;0;7;6;16.6;1;31;;9.8;1;11;22.3;1;18;0;0;2;10;27;4;0;0;12.6;1;21.9;1;11;31;22.9;1;31;22.5;1;31;9;18.5;1;27;26.7;1;22;12;1;11;31;98;1;19;31;65;9;31;16.4;1;31;164.0;1;20.4;1;100;1;2;23;7;0;31;18.9;1;100;1;2;23;3;0;31;13.8;1;90;1;2;17;10;0;31;4.2;1;31;16386;1;31;0;2;13;64583;1;31;;;0;;;0;0;1;0;1;;31;0;0;0;0;0;0;1;0;1;;0;0;0;0;2;1
11069001;CARCASSONNE;43.215333;2.295500;128;201109;91.6;1;30;;71.6;1;3;4;3;2;1;1;0;1018.2;9;30;1010.7;9;1;26.8;1;30;;32.5;1;9;17.3;1;18;0;25;3;0;2;12;1;15.7;1;30;;8.8;1;21;21.5;1;2;0;0;1;14;25;5;0;0;11.1;1;18.8;1;27;30;21.3;1;30;20.7;1;30;1;15.2;1;19;25.4;1;2;23;1;26;30;98;1;29;30;70;9;30;15.9;1;30;123.3;1;16.1;1;290;1;18;22;1;0;30;15.5;1;90;1;1;20;0;0;30;11.5;1;90;1;1;12;4;0;30;4.2;1;30;14740;1;30;0;3;17;50821;1;30;;;0;;;0;0;1;0;1;;29;0;0;0;0;0;0;1;0;1;;0;0;0;0;2;1
11069001;CARCASSONNE;43.215333;2.295500;128;201110;42.4;1;31;;29.7;1;28;4;2;1;0;0;0;1020.7;9;31;1000.6;9;24;21.7;1;31;;30.0;1;2;14.4;1;28;0;8;2;0;12;26;0;10.9;1;31;;2.0;1;26;15.9;1;5;0;0;11;30;31;0;0;0;10.8;1;20.9;1;2;31;16.3;1;31;15.8;1;31;0;9.7;1;21;21.4;1;4;18;1;2;31;98;1;31;31;70;9;31;11.5;1;31;92.9;1;22.5;1;110;1;24;21;6;0;31;20.2;1;110;1;24;21;4;0;31;13.1;1;90;1;24;20;9;0;31;4.6;1;31;13477;1;31;3;4;16;38184;1;31;;;0;;;0;0;1;0;1;;31;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;2
11069001;CARCASSONNE;43.215333;2.295500;128;201111;52.7;1;30;;15.5;1;21;5;4;3;0;0;0;1018.3;9;30;997.2;9;4;15.6;1;30;;22.0;1;2;9.5;1;27;0;0;0;0;28;30;0;10.6;1;30;;4.9;1;27;16.1;1;3;0;0;11;27;30;0;0;0;5.0;1;13.7;1;9;30;13.1;1;30;12.8;1;30;0;7.2;1;27;18.5;1;3;45;1;17;30;99;1;25;30;88;9;30;12.5;1;30;36.0;1;19.8;1;80;1;3;21;5;0;30;18.7;1;80;1;3;18;2;0;30;13.9;1;80;1;3;14;10;0;30;4.5;1;30;5323;1;30;6;13;3;16381;1;30;;;0;;;0;0;1;0;1;;30;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;2
11069001;CARCASSONNE;43.215333;2.295500;128;201112;48.6;1;31;;16.8;1;21;11;1;1;0;0;0;1024.4;9;31;1009.1;9;16;11.8;1;31;;15.5;1;8;6.7;1;18;0;0;0;0;31;31;0;5.1;1;31;;-1.9;1;26;11.0;1;22;0;0;29;31;31;0;0;3;6.7;1;12.9;1;26;31;8.4;1;31;8.2;1;31;0;4.6;1;26;13.0;1;8;46;1;26;31;99;1;10;31;85;9;31;9.1;1;31;29.4;1;26.3;1;280;1;16;24;14;0;31;23.8;1;290;1;16;24;10;0;31;16.2;1;300;1;16;19;14;1;31;4.8;1;31;4696;1;31;5;15;3;13077;1;31;;;0;;;0;0;1;0;1;;31;1;0;0;0;0;0;1;0;1;;0;0;0;0;0;2
11069001;CARCASSONNE;43.215333;2.295500;128;201201;32.1;1;31;;9.5;1;2;7;3;0;0;0;0;1026.7;9;31;1018.6;9;15;10.5;1;31;;15.6;1;1;3.5;1;14;0;0;0;0;31;31;0;4.0;1;31;;-2.5;1;16;9.7;1;22;0;0;31;31;31;0;0;4;6.5;1;13.0;1;11;31;7.3;1;31;6.8;1;31;0;2.6;1;13;12.3;1;1;53;1;15;31;98;1;26;31;82;9;31;8.1;1;31;33.8;1;29.0;1;300;1;5;26;9;1;31;26.9;1;300;1;5;20;4;0;31;18.9;1;300;1;5;15;10;1;31;5.0;1;31;6790;1;31;3;10;5;17834;1;31;;;0;;;0;0;1;0;1;;31;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;3
11069001;CARCASSONNE;43.215333;2.295500;128;201202;7.4;1;29;;3.2;1;5;3;0;0;0;0;0;1026.6;9;29;1015.9;9;1;6.2;1;29;;21.3;1;29;-3.1;1;8;7;0;0;0;28;29;0;-1.2;1;29;;-9.1;1;9;8.4;1;26;9;0;29;29;29;0;0;17;7.4;1;24.2;1;29;29;2.5;1;29;2.2;1;29;0;-6.0;1;8;11.8;1;26;14;1;28;29;97;1;5;29;67;9;29;4.8;1;29;49.7;1;23.5;1;310;1;4;26;14;0;29;21.7;1;310;1;4;25;12;0;29;15.7;1;300;1;7;25;15;2;29;6.5;1;29;10049;1;29;2;8;12;28608;1;29;;;0;;;0;9;1;8;1;5;29;5;2;1;0;5;1;1;8;1;6;4;0;0;0;0;0
11069001;CARCASSONNE;43.215333;2.295500;128;201203;39.0;1;31;;20.0;1;22;6;1;1;0;0;0;1025.5;9;31;1010.4;9;31;17.2;1;31;;25.3;1;28;10.1;1;5;0;1;0;0;19;31;0;5.5;1;31;;1.5;1;1;10.7;1;30;0;0;29;31;31;0;0;0;11.8;1;21.5;1;14;31;11.4;1;31;11.0;1;31;0;6.7;1;6;17.1;1;30;14;1;29;31;98;1;23;31;66;9;31;7.8;1;31;94.2;1;25.8;1;290;1;4;27;8;0;31;23.5;1;290;1;4;25;7;0;31;16.8;1;290;9;4;19;12;1;31;4.9;1;31;14496;1;31;1;6;17;46517;1;31;;;0;;;0;0;1;0;1;;30;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;3
11069001;CARCASSONNE;43.215333;2.295500;128;201204;66.2;1;30;;15.1;1;15;13;5;1;0;0;0;1008.5;9;30;999.8;9;19;16.4;1;30;;21.8;1;1;8.8;1;16;0;0;0;0;29;30;0;8.1;1;30;;3.3;1;17;13.9;1;28;0;0;25;30;30;0;0;0;8.2;1;13.2;1;23;30;12.3;1;30;11.7;1;30;0;6.8;1;16;16.5;1;28;33;1;17;30;97;1;27;30;75;9;30;9.9;1;30;90.1;1;23.2;1;100;1;28;28;13;0;30;22.6;1;90;1;28;27;12;0;30;16.2;1;90;1;28;26;15;1;30;5.8;1;30;9587;9;30;4;11;4;45950;9;30;;;0;;;0;0;1;0;1;;30;0;0;0;0;0;0;1;0;1;;0;0;0;0;3;0
11069001;CARCASSONNE;43.215333;2.295500;128;201205;66.8;1;31;;34.9;1;21;7;3;2;1;0;0;1016.3;9;31;1006.0;9;20;22.0;1;31;;29.9;1;29;12.8;1;21;0;9;0;0;10;26;0;11.9;1;31;;4.3;1;1;16.7;1;31;0;0;11;24;31;0;0;0;10.1;1;16.3;1;7;31;17.0;1;31;16.7;1;31;0;10.9;1;21;22.3;1;30;21;1;16;31;97;1;5;31;72;9;31;12.7;1;31;136.2;1;20.6;1;290;1;21;28;5;0;31;19.3;1;290;1;21;27;5;0;31;12.8;1;280;1;22;21;6;0;31;5.1;1;31;14999;9;31;3;7;10;63930;9;31;;;0;;;0;0;1;0;1;;31;0;0;0;0;0;0;1;0;1;;0;0;0;0;2;2
11069001;CARCASSONNE;43.215333;2.295500;128;201206;49.2;1;30;;25.1;1;11;9;2;1;0;0;0;1015.8;9;30;1007.2;9;7;26.3;1;30;;34.5;1;27;18.9;1;3;0;16;8;0;2;17;3;16.0;1;30;;10.3;1;14;21.2;1;29;0;0;0;12;26;4;0;0;10.3;1;18.7;1;1;30;21.1;1;30;20.8;1;30;5;15.6;1;12;25.6;1;28;22;1;5;30;96;1;11;30;68;9;30;15.8;1;30;156.2;1;23.9;1;290;1;11;25;5;0;30;22.4;1;290;1;11;25;4;0;30;12.3;1;290;1;12;17;9;0;30;4.4;1;30;15325;1;30;1;7;10;66278;1;30;;;0;;;0;;;;;;0;0;;;;;0;1;0;1;;0;0;0;;2;0
11069001;CARCASSONNE;43.215333;2.295500;128;201207;23.9;1;31;;15.1;1;4;4;2;1;0;0;0;1017.2;9;31;1011.6;9;7;28.2;1;31;;37.3;1;18;16.0;1;1;0;26;9;3;1;14;6;16.4;1;31;;11.9;1;3;20.7;1;27;0;0;0;7;30;1;0;0;11.9;1;23.4;1;18;31;22.3;1;31;22.1;1;31;6;15.1;1;1;26.9;1;31;11;1;18;31;96;1;5;31;59;9;31;14.4;1;31;189.1;1;16.8;1;70;1;27;26;5;0;31;16.3;1;70;1;27;25;1;0;31;11.1;1;80;1;27;16;6;0;31;4.6;1;31;18854;1;31;1;3;18;74714;1;31;;;0;;;0;;;;;;0;0;;;;;0;1;0;1;;0;0;0;;1;0
11069001;CARCASSONNE;43.215333;2.295500;128;201208;39.9;1;31;;15.9;1;5;6;2;2;0;0;0;1016.6;9;31;1009.8;9;24;31.1;1;31;;37.6;1;20;22.4;1;31;0;29;20;6;0;4;10;18.0;1;31;;10.4;1;27;22.6;1;19;0;0;0;5;21;10;0;0;13.0;1;21.0;1;9;31;24.6;1;31;24.0;1;31;16;18.6;1;31;29.3;1;20;16;1;8;31;97;1;20;31;62;9;31;17.3;1;31;179.5;1;17.8;1;320;1;31;23;5;0;31;16.5;1;320;1;31;22;3;0;31;11.9;1;90;1;23;19;9;0;31;4.3;1;31;18148;1;31;0;2;17;67189;1;31;;;0;;;0;;;;;;0;0;;;;;;;;;;;;;;5;1
11069001;CARCASSONNE;43.215333;2.295500;128;201209;56.1;1;30;;38.1;1;29;7;2;1;1;0;0;1016.7;9;30;1002.6;9;25;24.2;1;30;;31.3;1;7;15.9;1;29;0;12;4;0;4;21;0;14.5;1;30;;6.7;1;20;21.5;1;11;0;0;4;16;29;1;0;0;9.8;1;19.2;1;20;30;19.4;1;30;18.8;1;30;1;14.0;1;29;25.8;1;11;13;1;20;30;97;1;27;30;68;9;30;14.1;1;30;114.8;1;19.2;1;290;1;1;24;8;0;30;17.9;1;310;1;14;22;6;0;30;12.6;1;300;1;14;18;8;0;30;4.6;1;30;10579;1;30;4;8;7;41417;1;30;;;0;;;0;;;;;;0;0;;;;;;;;;;;;;;1;2
11069001;CARCASSONNE;43.215333;2.295500;128;201210;39.5;1;31;;13.3;1;20;7;2;1;0;0;0;1013.4;9;31;998.2;9;26;20.2;1;31;;27.9;1;8;9.0;1;28;0;5;0;0;13;30;0;11.9;1;31;;-0.5;1;30;18.9;1;8;0;0;12;19;31;0;0;1;8.3;1;17.8;1;16;31;16.0;1;31;15.4;1;31;0;6.0;1;30;23.4;1;8;33;1;29;31;97;1;24;31;79;9;31;13.6;9;31;69.6;1;22.5;1;290;1;28;22;7;0;31;21.4;1;290;1;28;22;6;0;31;14.1;1;90;1;19;17;8;0;31;4.6;1;31;8128;9;31;3;11;5;29371;9;31;;;0;;;0;;;;;;0;0;;;;;;;;;;;;;;1;3
11069001;CARCASSONNE;43.215333;2.295500;128;201211;37.0;1;30;;14.3;1;18;7;2;1;0;0;0;1015.0;9;30;1000.1;9;1;14.3;1;30;;19.2;1;10;6.3;1;29;0;0;0;0;30;30;0;7.7;1;30;;0.7;1;30;12.9;1;17;0;0;22;30;30;0;0;0;6.5;1;17.6;1;1;30;11.0;1;30;10.7;1;30;0;3.7;1;30;15.4;1;10;39;9;7;30;97;9;20;30;81;9;26;10.4;9;30;37.1;1;23.6;1;270;1;29;24;4;0;30;21.2;1;270;1;29;22;4;0;30;13.6;1;290;1;28;15;4;0;30;4.3;1;30;6452;9;30;5;14;4;17984;9;30;;;0;;;0;;;;;;0;0;;;;;;;;;;;;;;0;3
11069001;CARCASSONNE;43.215333;2.295500;128;201212;56.1;1;31;;8.7;1;7;12;5;0;0;0;0;1019.5;9;31;1005.6;9;14;11.6;1;31;;17.2;1;16;5.9;1;1;0;0;0;0;31;31;0;4.1;1;31;;-4.4;1;12;10.7;1;25;0;0;30;31;31;0;0;3;7.4;1;14.1;1;27;31;7.8;1;31;7.6;1;31;0;1.4;1;12;12.1;1;25;36;9;12;31;98;9;29;31;82;9;31;8.4;9;31;30.4;1;22.4;1;290;1;27;27;9;0;31;21.8;1;290;1;27;27;7;0;31;14.3;1;290;1;27;22;8;0;31;4.3;1;31;6556;9;31;6;10;6;15420;9;31;;;0;;;0;;;;;;0;0;;;;;;;;;;;;;;0;2
11069001;CARCASSONNE;43.215333;2.295500;128;201301;105.8;1;31;;21.6;1;16;16;8;4;0;0;0;1017.8;9;31;985.9;9;19;8.6;1;31;;18.1;1;31;2.1;1;16;0;0;0;0;31;31;0;2.5;1;31;;-2.4;1;18;9.0;1;31;0;0;31;31;31;0;0;6;6.1;1;14.6;1;30;31;5.6;1;31;5.3;1;31;0;0.6;1;18;13.6;1;31;51;1;29;31;98;9;26;31;85;9;31;7.5;9;31;28.0;1;19.7;1;300;1;28;29;17;0;31;18.7;1;300;1;28;28;13;0;31;13.3;1;300;1;28;22;17;0;31;5.2;1;31;5049;9;31;6;17;3;15253;9;31;;;0;;;0;;;;;;0;1;;;;;0;1;0;1;;0;0;0;;0;0
11069001;CARCASSONNE;43.215333;2.295500;128;201302;54.4;1;28;;14.3;1;9;10;5;2;0;0;0;1016.7;9;28;1002.9;9;11;9.1;1;28;;17.7;1;1;-0.1;1;23;1;0;0;0;28;28;0;2.0;1;28;;-4.7;1;27;10.3;1;1;0;0;27;28;28;0;0;11;7.2;1;16.9;1;27;28;5.5;1;28;5.1;1;28;0;-1.5;1;23;14.0;1;1;29;1;16;28;98;1;20;28;77;9;28;6.7;1;28;40.0;1;23.6;1;270;1;3;25;9;0;28;22.4;1;290;1;3;23;9;0;28;14.1;1;280;1;3;20;12;0;28;5.5;1;28;6024;1;28;2;14;4;23002;1;28;;;0;;;0;;;;;;0;3;;;;;0;1;0;1;;0;0;0;;0;0
11069001;CARCASSONNE;43.215333;2.295500;128;201303;92.2;1;31;;25.1;1;5;15;5;3;0;0;0;1006.8;9;31;998.2;9;6;13.6;1;31;;21.3;1;29;2.2;1;13;0;0;0;0;30;31;0;5.8;1;31;;-2.3;1;16;10.0;1;8;0;0;31;31;31;0;0;3;7.7;1;15.2;1;29;31;9.7;1;31;9.1;1;31;0;1.4;1;13;14.1;1;8;33;1;15;31;97;1;24;31;78;9;31;8.8;1;31;66.3;1;24.4;1;300;1;18;26;12;0;31;23.4;1;300;1;18;24;10;0;31;16.2;1;290;1;18;20;13;1;31;5.1;1;31;9223;1;31;4;10;3;38764;1;31;;;0;;;0;;;;;;0;2;;;;;0;1;0;1;;0;0;0;;0;1
11069001;CARCASSONNE;43.215333;2.295500;128;201304;84.6;1;30;;28.4;1;29;10;3;3;0;0;0;1015.9;9;30;1000.8;9;1;16.1;1;30;;27.2;1;16;6.6;1;6;0;1;0;0;23;29;0;7.1;1;30;;3.4;1;8;12.0;1;26;0;0;26;30;30;0;0;0;9.0;1;18.9;1;16;30;11.6;1;30;11.4;1;30;0;5.1;1;6;17.8;1;16;31;1;16;30;98;1;4;30;73;9;29;9.4;1;30;89.0;1;22.2;1;300;1;20;26;7;0;29;21.5;1;300;1;20;26;4;0;29;12.8;1;90;1;14;21;10;0;29;4.8;1;29;10385;1;30;6;8;7;45432;1;30;;;0;;;0;;;;;;0;0;;;;;0;1;0;1;;0;0;0;;0;0
11069001;CARCASSONNE;43.215333;2.295500;128;201305;119.2;1;31;;39.0;1;30;15;5;2;2;0;0;1014.9;9;31;1000.8;9;17;18.3;1;31;;25.7;1;8;11.7;1;15;0;1;0;0;24;31;0;9.2;1;31;;5.2;1;17;14.7;1;9;0;0;20;31;31;0;0;0;9.1;1;15.5;1;14;31;13.8;1;31;13.3;1;31;0;10.1;1;25;19.1;1;8;23;1;6;31;95;1;31;31;73;9;31;10.6;1;31;113.8;1;21.4;1;280;1;23;29;10;0;31;19.2;1;300;1;25;28;8;0;31;13.4;1;300;1;23;22;13;0;31;5.2;1;31;11599;1;31;1;5;2;60682;1;31;;;0;;;0;;;;;;0;0;;;;;0;1;0;1;;0;0;0;;0;0
11069001;CARCASSONNE;43.215333;2.295500;128;201306;46.0;1;30;;22.4;1;8;5;3;1;0;0;0;1018.8;9;30;1010.2;9;9;22.6;1;30;;28.9;1;12;17.3;1;9;0;4;0;0;6;29;0;13.1;1;30;;8.2;1;5;18.8;1;17;0;0;3;25;30;0;0;0;9.4;1;15.3;1;5;30;17.9;1;30;17.6;1;30;0;13.5;1;9;21.8;1;18;14;1;4;28;97;1;11;28;61;9;28;11.4;1;28;155.3;1;21.2;1;90;1;17;27;8;0;30;19.7;1;90;1;17;25;7;0;30;14.8;1;90;1;17;21;11;0;30;5.5;1;30;14312;1;30;0;8;8;64365;1;30;;;0;;;0;;;;;;0;0;;;;;0;1;0;1;;0;0;0;;2;1
11069001;CARCASSONNE;43.215333;2.295500;128;201307;19.6;1;31;;7.3;1;23;5;2;0;0;0;0;1017.3;9;31;1008.2;9;27;31.1;1;31;;35.7;1;31;23.8;1;3;0;29;24;1;0;3;15;17.7;1;31;;12.8;1;1;23.7;1;27;0;0;0;3;27;4;0;0;13.4;1;21.1;1;31;31;24.4;1;31;24.0;1;31;17;20.5;1;3;27.8;1;26;16;1;31;31;94;1;11;31;63;9;31;16.7;1;31;192.6;1;21.9;1;90;1;27;22;3;0;31;21.2;1;;0;27;20;3;0;31;15.7;1;80;1;27;12;4;1;31;3.9;1;31;19306;1;31;0;3;16;76039;1;31;;;0;;;0;;;;;;0;0;;;;;0;1;0;1;;0;0;0;;0;0
11069001;CARCASSONNE;43.215333;2.295500;128;201308;27.8;1;31;;16.1;1;6;3;2;1;0;0;0;1017.8;9;31;1012.1;9;7;28.7;1;31;;33.6;1;12;23.0;1;24;0;29;11;0;0;10;6;16.9;1;31;;11.0;1;21;22.7;1;2;0;0;0;8;27;4;0;0;11.8;1;21.1;1;21;31;22.8;1;31;22.2;1;31;8;20.0;1;8;27.0;1;2;14;1;21;31;94;1;23;31;63;9;31;15.5;1;31;171.5;1;19.8;1;100;1;2;24;3;0;31;18.6;1;100;1;2;22;2;0;31;13.5;1;80;1;1;15;4;0;31;4.4;1;31;16634;1;31;0;2;11;66218;1;31;;;0;;;0;;;;;;0;0;;;;;0;1;0;1;;0;0;0;;0;0
11069001;CARCASSONNE;43.215333;2.295500;128;201309;48.0;1;30;;21.9;1;28;7;2;2;0;0;0;1017.5;9;30;1005.5;9;29;24.4;1;30;;31.5;1;3;19.3;1;15;0;11;1;0;1;22;0;14.9;1;30;;9.2;1;3;19.7;1;27;0;0;1;16;30;0;0;0;9.5;1;22.3;1;3;30;19.6;1;30;19.1;1;30;0;16.4;1;17;24.3;1;5;16;1;3;30;95;1;29;30;71;9;30;14.6;1;30;116.2;1;17.5;1;290;1;18;26;4;0;30;16.2;1;290;1;18;26;2;0;30;11.7;1;80;1;4;19;7;0;30;4.8;1;30;12461;1;30;2;5;8;46929;1;30;;;0;;;0;;;;;;0;0;;;;;0;1;0;1;;0;0;0;;1;0
11069001;CARCASSONNE;43.215333;2.295500;128;201310;30.9;1;31;;11.3;1;4;6;2;2;0;0;0;1017.6;9;31;1007.8;9;22;21.0;1;31;;29.8;1;1;15.0;1;11;0;3;0;0;12;29;0;12.9;1;31;;1.9;1;12;18.8;1;26;0;0;8;22;31;0;0;0;8.1;1;17.7;1;12;31;17.0;1;31;16.4;1;31;0;10.6;1;11;21.4;1;1;31;1;1;31;96;1;21;31;78;9;31;13.8;1;31;70.7;1;18.4;1;80;1;3;23;6;0;31;17.7;1;80;1;3;21;3;0;31;12.0;1;90;1;26;14;9;0;31;4.6;1;31;8862;1;31;3;10;6;30193;1;31;;;0;;;0;;;;;;0;0;;;;;0;1;0;1;;0;0;0;;1;1
11069001;CARCASSONNE;43.215333;2.295500;128;201311;180.0;1;30;;50.5;1;17;16;9;5;2;1;0;1019.1;9;30;1002.5;9;21;11.3;1;30;;23.4;1;7;4.0;1;22;0;0;0;0;27;30;0;6.0;1;30;;-4.6;1;28;15.2;1;6;0;0;22;29;30;0;0;3;5.3;1;15.4;1;1;30;8.7;1;30;8.4;1;30;0;0.7;1;28;17.7;1;6;38;1;11;30;96;1;19;30;82;9;30;9.1;1;30;36.5;1;23.1;1;300;1;10;26;15;0;30;21.9;1;300;1;10;25;13;0;30;14.4;1;280;1;10;22;15;0;30;5.4;1;30;3932;1;30;10;19;4;13590;1;30;;;0;;;0;;;;;;0;0;;;;;0;1;0;1;;0;0;0;;0;1
11069001;CARCASSONNE;43.215333;2.295500;128;201312;21.5;1;31;;9.5;1;25;4;2;0;0;0;0;1024.2;9;31;994.7;9;25;10.9;1;31;;14.5;1;25;6.1;1;1;0;0;0;0;31;31;0;3.1;1;31;;-4.6;1;8;10.9;1;17;0;0;30;31;31;0;0;9;7.8;1;17.4;1;8;31;7.0;1;31;6.7;1;31;0;3.3;1;1;12.2;1;17;33;1;8;31;96;1;18;31;82;9;31;7.8;1;31;29.8;1;20.8;1;90;1;17;24;7;0;31;19.2;1;90;1;17;24;6;0;31;14.6;1;90;1;17;21;8;0;31;4.3;1;31;7661;1;31;2;9;7;16734;1;31;;;0;;;0;;;;;;0;0;;;;;0;1;0;1;;0;0;0;;0;4
11069001;CARCASSONNE;43.215333;2.295500;128;201401;71.2;1;31;;14.9;1;24;12;5;3;0;0;0;1012.7;9;31;995.9;9;18;11.7;1;31;;15.7;1;2;7.7;1;22;0;0;0;0;31;31;0;6.0;1;31;;-1.8;1;22;10.9;1;8;0;0;27;31;31;0;0;1;5.6;1;10.6;1;17;31;8.8;1;31;8.5;1;31;0;3.0;1;22;12.4;1;9;47;1;28;31;97;1;4;31;86;9;31;9.4;1;31;30.4;1;25.7;1;290;1;4;22;7;0;31;23.5;1;290;1;4;22;6;0;31;14.9;1;300;1;4;18;8;0;31;4.5;1;31;3716;1;31;7;22;2;13812;1;31;;;0;;;0;;;;;;0;0;;;;;0;1;0;1;;0;0;0;;0;1
11069001;CARCASSONNE;43.215333;2.295500;128;201402;48.5;1;28;;11.1;1;28;14;2;1;0;0;0;1013.3;9;28;998.6;9;10;12.3;1;28;;16.3;1;13;8.2;1;1;0;0;0;0;28;28;0;4.5;1;28;;-0.5;1;3;9.8;1;24;0;0;28;28;28;0;0;3;7.8;1;15.0;1;22;28;8.4;1;28;8.1;1;28;0;5.0;1;3;12.5;1;24;36;1;22;28;96;1;3;28;80;9;28;8.1;1;28;44.9;1;25.0;1;280;1;25;25;13;0;28;22.5;1;290;1;28;25;10;0;28;15.3;1;280;1;28;24;15;1;28;4.7;1;28;7093;1;28;3;9;5;23478;1;28;;;0;;;0;;;;;;0;0;;;;;0;1;0;1;;0;0;0;;0;1
11069001;CARCASSONNE;43.215333;2.295500;128;201403;42.4;1;31;;10.3;1;23;7;4;1;0;0;0;1018.1;9;31;1001.0;9;3;15.4;1;31;;23.2;1;17;9.3;1;23;0;0;0;0;29;31;0;5.2;1;31;;-1.0;1;7;11.6;1;30;0;0;29;31;31;0;0;1;10.1;1;18.9;1;8;31;10.3;1;31;10.0;1;31;0;6.9;1;23;14.8;1;17;21;1;8;31;95;1;12;31;72;9;31;8.1;1;31;83.1;1;22.9;1;290;1;3;30;12;0;31;21.7;1;290;1;3;30;11;0;31;13.5;1;280;1;4;25;14;0;31;5.6;1;31;11864;1;31;2;8;11;42115;1;31;;;0;;;0;;;;;;0;0;;;;;0;1;0;1;;0;0;0;;0;0
